time,open,high,low,close,tick_volume,spread,real_volume
2025-05-14 18:32:00,3183.48,3185.48,3183.46,3184.14,69,15,0
2025-05-14 18:33:00,3184.45,3186.37,3184.13,3186.34,75,9,0
2025-05-14 18:34:00,3186.12,3186.61,3185.17,3185.81,76,15,0
2025-05-14 18:35:00,3185.8,3186.01,3184.83,3184.83,69,15,0
2025-05-14 18:36:00,3184.85,3184.85,3183.18,3183.38,72,15,0
2025-05-14 18:37:00,3183.23,3183.68,3182.94,3182.96,69,15,0
2025-05-14 18:38:00,3182.48,3182.48,3181.19,3181.68,68,15,0
2025-05-14 18:39:00,3181.7,3182.52,3181.46,3181.46,60,15,0
2025-05-14 18:40:00,3181.51,3183.13,3181.26,3182.54,69,15,0
2025-05-14 18:41:00,3182.55,3182.63,3181.6,3182.23,73,15,0
2025-05-14 18:42:00,3181.95,3182.43,3181.5,3181.83,71,15,0
2025-05-14 18:43:00,3181.8,3181.91,3180.95,3181.32,62,15,0
2025-05-14 18:44:00,3181.49,3181.83,3180.37,3181.38,59,15,0
2025-05-14 18:45:00,3181.38,3182.13,3180.11,3180.13,70,15,0
2025-05-14 18:46:00,3180.51,3181.26,3180.15,3180.15,69,15,0
2025-05-14 18:47:00,3180.18,3180.83,3180.03,3180.43,67,15,0
2025-05-14 18:48:00,3180.54,3180.94,3179.86,3180.41,67,15,0
2025-05-14 18:49:00,3180.45,3181.0,3179.54,3179.81,70,15,0
2025-05-14 18:50:00,3179.97,3181.14,3179.89,3180.2,60,15,0
2025-05-14 18:51:00,3180.08,3181.28,3179.83,3181.27,66,15,0
2025-05-14 18:52:00,3181.52,3182.05,3181.13,3182.04,60,15,0
2025-05-14 18:53:00,3182.13,3182.17,3181.37,3181.65,67,15,0
2025-05-14 18:54:00,3181.34,3181.99,3181.13,3181.94,60,15,0
2025-05-14 18:55:00,3181.87,3181.97,3180.89,3181.4,69,15,0
2025-05-14 18:56:00,3181.25,3181.33,3179.91,3180.41,66,15,0
2025-05-14 18:57:00,3180.4,3180.57,3179.68,3180.25,67,15,0
2025-05-14 18:58:00,3180.29,3181.55,3179.87,3181.54,69,15,0
2025-05-14 18:59:00,3181.46,3182.77,3181.33,3182.59,72,15,0
2025-05-14 19:00:00,3183.04,3183.58,3182.5,3182.79,70,15,0
2025-05-14 19:01:00,3182.63,3183.37,3182.3,3182.52,71,15,0
2025-05-14 19:02:00,3182.51,3183.24,3182.22,3182.38,73,15,0
2025-05-14 19:03:00,3182.36,3182.59,3182.11,3182.36,59,15,0
2025-05-14 19:04:00,3182.28,3182.93,3182.25,3182.56,59,15,0
2025-05-14 19:05:00,3182.69,3183.64,3180.46,3180.46,67,15,0
2025-05-14 19:06:00,3180.46,3181.82,3180.07,3181.49,70,13,0
2025-05-14 19:07:00,3181.55,3182.39,3181.14,3182.39,62,15,0
2025-05-14 19:08:00,3182.33,3183.07,3181.96,3183.07,60,15,0
2025-05-14 19:09:00,3183.09,3183.09,3181.91,3182.04,55,15,0
2025-05-14 19:10:00,3182.04,3182.24,3181.12,3181.12,64,15,0
2025-05-14 19:11:00,3181.1,3181.71,3180.98,3180.98,65,15,0
2025-05-14 19:12:00,3180.98,3180.98,3179.69,3180.01,63,6,0
2025-05-14 19:13:00,3180.16,3180.46,3179.75,3179.96,63,15,0
2025-05-14 19:14:00,3179.96,3180.31,3179.1,3180.14,66,15,0
2025-05-14 19:15:00,3180.03,3180.41,3179.5,3180.3,68,15,0
2025-05-14 19:16:00,3180.19,3181.49,3180.11,3181.41,70,15,0
2025-05-14 19:17:00,3181.4,3181.44,3180.75,3180.86,67,15,0
2025-05-14 19:18:00,3180.78,3180.78,3179.63,3180.51,72,12,0
2025-05-14 19:19:00,3180.48,3181.24,3180.24,3181.13,69,15,0
2025-05-14 19:20:00,3181.7,3182.17,3181.07,3181.77,58,10,0
2025-05-14 19:21:00,3181.78,3183.01,3181.78,3182.54,73,15,0
2025-05-14 19:22:00,3182.62,3184.66,3182.62,3184.66,69,15,0
2025-05-14 19:23:00,3184.47,3185.55,3184.37,3185.09,66,15,0
2025-05-14 19:24:00,3185.11,3185.58,3184.82,3185.14,74,10,0
2025-05-14 19:25:00,3185.0,3185.09,3182.96,3183.35,71,15,0
2025-05-14 19:26:00,3183.31,3183.69,3182.61,3182.76,76,15,0
2025-05-14 19:27:00,3182.77,3183.22,3182.18,3183.01,62,15,0
2025-05-14 19:28:00,3183.02,3183.69,3182.47,3183.47,62,15,0
2025-05-14 19:29:00,3183.57,3183.87,3183.28,3183.49,62,15,0
2025-05-14 19:30:00,3183.5,3183.89,3182.29,3182.37,66,15,0
2025-05-14 19:31:00,3182.24,3182.65,3181.78,3182.32,75,15,0
2025-05-14 19:32:00,3182.29,3182.29,3181.61,3181.94,63,14,0
2025-05-14 19:33:00,3181.94,3182.17,3181.4,3182.07,64,15,0
2025-05-14 19:34:00,3181.97,3182.93,3181.94,3182.74,68,15,0
2025-05-14 19:35:00,3182.74,3182.75,3181.6,3182.12,66,15,0
2025-05-14 19:36:00,3181.91,3182.07,3181.21,3181.36,62,15,0
2025-05-14 19:37:00,3181.31,3182.77,3181.31,3181.97,65,15,0
2025-05-14 19:38:00,3182.1,3183.15,3181.93,3183.15,66,15,0
2025-05-14 19:39:00,3183.48,3183.93,3183.47,3183.82,77,15,0
2025-05-14 19:40:00,3183.87,3183.97,3176.69,3176.89,78,15,0
2025-05-14 19:41:00,3176.79,3177.67,3176.02,3176.04,88,15,0
2025-05-14 19:42:00,3176.03,3178.03,3173.84,3177.71,93,15,0
2025-05-14 19:43:00,3177.76,3177.86,3175.18,3177.43,88,15,0
2025-05-14 19:44:00,3177.76,3180.44,3177.7,3179.34,92,7,0
2025-05-14 19:45:00,3179.64,3181.36,3179.63,3181.12,79,15,0
2025-05-14 19:46:00,3180.93,3181.47,3180.4,3181.16,80,15,0
2025-05-14 19:47:00,3181.33,3182.85,3181.0,3181.97,83,15,0
2025-05-14 19:48:00,3181.98,3183.33,3181.31,3183.26,74,15,0
2025-05-14 19:49:00,3183.5,3184.57,3183.36,3183.63,78,15,0
2025-05-14 19:50:00,3183.29,3183.98,3182.7,3183.62,71,15,0
2025-05-14 19:51:00,3183.84,3184.77,3183.58,3184.06,69,15,0
2025-05-14 19:52:00,3183.93,3184.8,3183.52,3184.7,70,15,0
2025-05-14 19:53:00,3185.06,3187.91,3184.79,3187.59,80,15,0
2025-05-14 19:54:00,3187.55,3189.86,3186.83,3189.79,74,14,0
2025-05-14 19:55:00,3189.63,3190.94,3188.79,3189.36,75,15,0
2025-05-14 19:56:00,3189.37,3189.64,3188.16,3188.49,83,15,0
2025-05-14 19:57:00,3188.3,3189.1,3188.1,3188.59,66,15,0
2025-05-14 19:58:00,3188.51,3189.81,3188.24,3189.28,68,15,0
2025-05-14 19:59:00,3189.3,3189.93,3188.55,3188.55,70,15,0
2025-05-14 20:00:00,3188.59,3188.85,3187.81,3188.31,74,15,0
2025-05-14 20:01:00,3188.21,3189.31,3187.98,3188.35,72,15,0
2025-05-14 20:02:00,3188.39,3189.26,3188.0,3189.19,71,15,0
2025-05-14 20:03:00,3189.23,3190.43,3188.5,3188.62,70,15,0
2025-05-14 20:04:00,3188.7,3189.41,3188.15,3188.15,64,15,0
2025-05-14 20:05:00,3188.36,3189.27,3187.91,3188.55,64,15,0
2025-05-14 20:06:00,3188.53,3189.11,3187.99,3189.09,64,8,0
2025-05-14 20:07:00,3189.09,3189.09,3187.33,3188.09,60,15,0
2025-05-14 20:08:00,3188.06,3188.06,3186.42,3186.54,62,15,0
2025-05-14 20:09:00,3186.55,3186.8,3186.09,3186.27,61,15,0
2025-05-14 20:10:00,3186.32,3187.14,3185.86,3186.78,65,7,0
2025-05-14 20:11:00,3186.9,3187.79,3186.35,3186.35,64,15,0
2025-05-14 20:12:00,3186.69,3187.02,3186.47,3186.54,56,15,0
2025-05-14 20:13:00,3186.87,3186.89,3185.48,3186.25,61,15,0
2025-05-14 20:14:00,3186.41,3186.83,3185.84,3186.61,67,15,0
2025-05-14 20:15:00,3186.64,3186.93,3186.07,3186.12,57,15,0
2025-05-14 20:16:00,3186.11,3186.47,3185.24,3185.97,60,15,0
2025-05-14 20:17:00,3185.93,3186.73,3185.5,3186.16,73,15,0
2025-05-14 20:18:00,3185.97,3186.42,3185.61,3185.96,54,15,0
2025-05-14 20:19:00,3185.94,3186.11,3184.71,3184.84,68,15,0
2025-05-14 20:20:00,3184.7,3186.28,3184.7,3186.06,68,15,0
2025-05-14 20:21:00,3185.91,3186.56,3185.28,3185.48,65,15,0
2025-05-14 20:22:00,3185.49,3186.51,3185.39,3186.14,69,15,0
2025-05-14 20:23:00,3186.19,3186.73,3185.74,3185.96,71,15,0
2025-05-14 20:24:00,3185.8,3187.49,3185.62,3187.06,72,15,0
2025-05-14 20:25:00,3187.03,3188.29,3186.81,3187.9,68,15,0
2025-05-14 20:26:00,3187.86,3187.86,3186.5,3186.95,76,15,0
2025-05-14 20:27:00,3187.0,3187.17,3186.16,3186.22,64,15,0
2025-05-14 20:28:00,3186.36,3186.38,3185.16,3185.25,62,15,0
2025-05-14 20:29:00,3185.24,3185.24,3184.14,3184.33,75,15,0
2025-05-14 20:30:00,3184.63,3185.12,3184.24,3185.06,70,15,0
2025-05-14 20:31:00,3185.06,3185.12,3183.32,3183.32,70,15,0
2025-05-14 20:32:00,3183.38,3183.38,3182.06,3182.71,68,15,0
2025-05-14 20:33:00,3182.76,3183.26,3182.0,3182.21,69,15,0
2025-05-14 20:34:00,3182.16,3182.65,3181.79,3182.1,55,15,0
2025-05-14 20:35:00,3182.07,3182.45,3181.03,3181.58,59,15,0
2025-05-14 20:36:00,3181.83,3181.83,3181.25,3181.32,51,15,0
2025-05-14 20:37:00,3181.3,3182.73,3181.16,3182.73,70,15,0
2025-05-14 20:38:00,3182.68,3182.98,3181.43,3181.46,67,15,0
2025-05-14 20:39:00,3181.51,3182.61,3181.5,3182.08,59,15,0
2025-05-14 20:40:00,3182.03,3183.35,3181.93,3182.99,57,15,0
2025-05-14 20:41:00,3182.98,3183.51,3182.57,3183.4,62,15,0
2025-05-14 20:42:00,3183.43,3183.67,3182.75,3182.84,62,15,0
2025-05-14 20:43:00,3182.84,3183.6,3182.54,3182.84,54,15,0
2025-05-14 20:44:00,3182.88,3183.11,3181.63,3181.93,56,15,0
2025-05-14 20:45:00,3181.94,3182.21,3181.0,3181.15,61,15,0
2025-05-14 20:46:00,3181.22,3181.82,3180.97,3181.74,63,15,0
2025-05-14 20:47:00,3182.21,3182.38,3181.55,3181.73,52,15,0
2025-05-14 20:48:00,3181.82,3182.44,3181.69,3182.44,49,15,0
2025-05-14 20:49:00,3182.39,3182.45,3181.91,3182.42,52,15,0
2025-05-14 20:50:00,3182.39,3182.94,3181.92,3182.51,60,15,0
2025-05-14 20:51:00,3182.53,3183.03,3181.93,3183.0,50,15,0
2025-05-14 20:52:00,3183.02,3183.02,3182.0,3182.15,62,15,0
2025-05-14 20:53:00,3182.05,3182.18,3181.31,3181.45,60,15,0
2025-05-14 20:54:00,3181.3,3182.21,3181.3,3181.69,60,15,0
2025-05-14 20:55:00,3181.68,3182.77,3181.68,3182.5,57,15,0
2025-05-14 20:56:00,3182.54,3182.8,3181.83,3181.99,50,15,0
2025-05-14 20:57:00,3181.97,3182.42,3181.64,3181.96,54,15,0
2025-05-14 20:58:00,3181.85,3182.58,3181.73,3182.1,58,15,0
2025-05-14 20:59:00,3182.09,3182.12,3181.47,3181.93,56,15,0
2025-05-14 21:00:00,3182.28,3183.04,3181.56,3181.56,66,15,0
2025-05-14 21:01:00,3181.54,3181.72,3180.74,3180.83,56,15,0
2025-05-14 21:02:00,3181.12,3181.13,3180.26,3180.41,62,15,0
2025-05-14 21:03:00,3180.41,3180.64,3179.46,3179.59,59,15,0
2025-05-14 21:04:00,3179.57,3179.58,3178.5,3178.82,59,6,0
2025-05-14 21:05:00,3178.84,3179.05,3178.23,3178.43,64,15,0
2025-05-14 21:06:00,3178.45,3178.75,3177.32,3177.35,62,15,0
2025-05-14 21:07:00,3177.32,3177.38,3176.03,3176.03,64,15,0
2025-05-14 21:08:00,3176.13,3176.82,3176.13,3176.27,61,15,0
2025-05-14 21:09:00,3176.28,3176.82,3176.28,3176.44,61,15,0
2025-05-14 21:10:00,3176.42,3176.92,3175.32,3176.79,67,15,0
2025-05-14 21:11:00,3176.8,3176.98,3175.81,3175.88,79,15,0
2025-05-14 21:12:00,3175.87,3176.59,3175.87,3176.46,66,16,0
2025-05-14 21:13:00,3176.4,3176.98,3176.09,3176.37,63,15,0
2025-05-14 21:14:00,3176.19,3176.55,3176.1,3176.39,62,15,0
2025-05-14 21:15:00,3175.9,3176.65,3175.86,3176.6,62,15,0
2025-05-14 21:16:00,3176.85,3177.81,3176.21,3177.65,68,15,0
2025-05-14 21:17:00,3177.63,3178.21,3177.35,3178.04,62,15,0
2025-05-14 21:18:00,3178.01,3178.15,3177.09,3177.57,61,15,0
2025-05-14 21:19:00,3177.56,3178.06,3177.35,3177.58,61,15,0
2025-05-14 21:20:00,3177.59,3178.64,3177.11,3178.41,63,15,0
2025-05-14 21:21:00,3178.39,3178.82,3177.72,3177.97,67,15,0
2025-05-14 21:22:00,3177.93,3178.64,3177.7,3177.84,54,15,0
2025-05-14 21:23:00,3177.85,3178.29,3177.24,3178.13,64,15,0
2025-05-14 21:24:00,3178.13,3178.86,3177.89,3178.35,56,15,0
2025-05-14 21:25:00,3178.37,3178.43,3176.82,3176.82,63,15,0
2025-05-14 21:26:00,3176.83,3176.99,3176.2,3176.4,58,15,0
2025-05-14 21:27:00,3176.52,3177.36,3176.35,3177.24,70,15,0
2025-05-14 21:28:00,3177.22,3177.86,3176.48,3176.56,70,15,0
2025-05-14 21:29:00,3176.57,3177.5,3176.57,3177.42,58,15,0
2025-05-14 21:30:00,3177.44,3177.93,3177.3,3177.64,62,15,0
2025-05-14 21:31:00,3178.12,3178.83,3177.68,3177.68,69,15,0
2025-05-14 21:32:00,3177.65,3178.45,3177.39,3178.39,54,15,0
2025-05-14 21:33:00,3178.12,3178.34,3177.53,3177.87,57,15,0
2025-05-14 21:34:00,3177.88,3177.88,3176.88,3177.07,54,15,0
2025-05-14 21:35:00,3177.09,3178.1,3177.08,3177.81,56,15,0
2025-05-14 21:36:00,3177.63,3177.93,3176.99,3176.99,57,15,0
2025-05-14 21:37:00,3177.05,3177.69,3176.72,3176.82,58,15,0
2025-05-14 21:38:00,3176.83,3176.89,3176.27,3176.72,61,15,0
2025-05-14 21:39:00,3176.79,3177.08,3176.08,3176.08,51,15,0
2025-05-14 21:40:00,3176.16,3176.59,3176.03,3176.08,58,15,0
2025-05-14 21:41:00,3176.09,3176.49,3175.85,3176.39,53,15,0
2025-05-14 21:42:00,3176.42,3177.08,3175.97,3176.74,60,15,0
2025-05-14 21:43:00,3176.75,3177.25,3176.22,3176.35,50,15,0
2025-05-14 21:44:00,3176.36,3176.53,3175.14,3175.18,60,15,0
2025-05-14 21:45:00,3175.16,3177.07,3175.12,3176.89,56,15,0
2025-05-14 21:46:00,3176.89,3176.9,3176.41,3176.42,55,15,0
2025-05-14 21:47:00,3176.41,3176.45,3175.33,3175.42,47,15,0
2025-05-14 21:48:00,3175.42,3175.9,3175.41,3175.73,47,15,0
2025-05-14 21:49:00,3175.75,3175.86,3175.12,3175.12,51,15,0
2025-05-14 21:50:00,3175.01,3175.29,3174.64,3174.81,53,15,0
2025-05-14 21:51:00,3174.81,3175.43,3174.48,3174.84,55,15,0
2025-05-14 21:52:00,3174.91,3176.06,3174.88,3176.03,54,15,0
2025-05-14 21:53:00,3175.93,3176.14,3175.04,3175.04,60,15,0
2025-05-14 21:54:00,3174.96,3175.17,3173.26,3173.71,61,15,0
2025-05-14 21:55:00,3173.74,3174.03,3173.3,3173.52,68,15,0
2025-05-14 21:56:00,3173.49,3173.79,3171.74,3172.79,70,15,0
2025-05-14 21:57:00,3172.92,3173.6,3172.87,3173.6,61,15,0
2025-05-14 21:58:00,3173.5,3173.65,3172.49,3172.54,64,15,0
2025-05-14 21:59:00,3172.57,3172.81,3171.79,3171.9,67,15,0
2025-05-14 22:00:00,3171.89,3172.14,3170.34,3171.27,80,15,0
2025-05-14 22:01:00,3171.28,3171.52,3170.89,3171.19,59,15,0
2025-05-14 22:02:00,3171.26,3171.4,3168.03,3169.89,77,15,0
2025-05-14 22:03:00,3169.88,3170.67,3169.83,3170.14,72,15,0
2025-05-14 22:04:00,3170.13,3170.79,3169.7,3170.79,78,15,0
2025-05-14 22:05:00,3170.68,3170.82,3169.23,3170.29,75,15,0
2025-05-14 22:06:00,3170.21,3170.81,3169.55,3169.95,71,15,0
2025-05-14 22:07:00,3169.87,3171.04,3169.73,3170.65,70,15,0
2025-05-14 22:08:00,3170.61,3171.68,3170.61,3171.38,75,15,0
2025-05-14 22:09:00,3171.32,3171.81,3171.25,3171.52,66,15,0
2025-05-14 22:10:00,3171.6,3172.29,3171.5,3172.28,55,15,0
2025-05-14 22:11:00,3172.34,3172.63,3171.81,3171.88,66,15,0
2025-05-14 22:12:00,3171.89,3172.79,3171.69,3172.21,69,15,0
2025-05-14 22:13:00,3172.02,3172.35,3171.72,3171.94,57,15,0
2025-05-14 22:14:00,3171.96,3172.26,3171.19,3171.21,57,15,0
2025-05-14 22:15:00,3171.22,3171.31,3170.35,3170.56,64,8,0
2025-05-14 22:16:00,3170.56,3171.61,3169.73,3171.5,67,15,0
2025-05-14 22:17:00,3171.48,3173.37,3171.35,3173.3,64,15,0
2025-05-14 22:18:00,3173.3,3174.13,3173.3,3174.05,59,14,0
2025-05-14 22:19:00,3173.99,3174.0,3172.71,3173.6,65,15,0
2025-05-14 22:20:00,3173.62,3174.02,3173.29,3173.58,58,15,0
2025-05-14 22:21:00,3173.59,3174.37,3173.59,3174.19,48,15,0
2025-05-14 22:22:00,3174.22,3174.46,3173.92,3174.28,55,15,0
2025-05-14 22:23:00,3174.23,3174.83,3173.6,3174.66,61,15,0
2025-05-14 22:24:00,3174.74,3174.76,3174.23,3174.68,59,15,0
2025-05-14 22:25:00,3174.52,3174.97,3173.8,3173.83,63,15,0
2025-05-14 22:26:00,3173.83,3174.1,3173.27,3173.28,66,15,0
2025-05-14 22:27:00,3173.27,3174.31,3172.62,3174.09,73,15,0
2025-05-14 22:28:00,3173.89,3174.05,3173.47,3173.67,60,16,0
2025-05-14 22:29:00,3173.67,3174.22,3173.45,3174.02,54,16,0
2025-05-14 22:30:00,3173.94,3173.94,3172.95,3173.31,49,16,0
2025-05-14 22:31:00,3173.1,3173.68,3172.89,3173.38,58,16,0
2025-05-14 22:32:00,3173.36,3174.27,3173.0,3174.04,61,5,0
2025-05-14 22:33:00,3173.94,3174.14,3173.58,3173.92,52,15,0
2025-05-14 22:34:00,3173.93,3176.08,3173.85,3175.83,73,15,0
2025-05-14 22:35:00,3175.78,3175.98,3174.9,3175.22,58,16,0
2025-05-14 22:36:00,3175.26,3176.0,3175.17,3175.99,60,15,0
2025-05-14 22:37:00,3175.98,3177.83,3175.79,3177.65,71,15,0
2025-05-14 22:38:00,3177.67,3177.85,3176.59,3176.82,74,16,0
2025-05-14 22:39:00,3176.81,3177.71,3176.77,3177.37,61,16,0
2025-05-14 22:40:00,3177.53,3178.73,3177.2,3178.6,69,16,0
2025-05-14 22:41:00,3178.61,3179.22,3178.54,3179.08,56,16,0
2025-05-14 22:42:00,3179.09,3179.19,3178.31,3178.45,65,15,0
2025-05-14 22:43:00,3178.45,3178.75,3178.17,3178.75,64,15,0
2025-05-14 22:44:00,3178.67,3179.22,3178.53,3178.65,62,15,0
2025-05-14 22:45:00,3178.76,3179.19,3178.43,3178.48,60,15,0
2025-05-14 22:46:00,3178.49,3178.65,3177.92,3178.04,52,15,0
2025-05-14 22:47:00,3178.13,3178.91,3178.0,3178.11,54,15,0
2025-05-14 22:48:00,3178.14,3179.09,3177.99,3178.11,64,15,0
2025-05-14 22:49:00,3178.07,3178.39,3177.56,3178.31,63,15,0
2025-05-14 22:50:00,3177.67,3178.34,3177.67,3178.21,67,15,0
2025-05-14 22:51:00,3178.2,3178.32,3177.41,3177.62,62,15,0
2025-05-14 22:52:00,3177.64,3177.64,3177.01,3177.17,65,16,0
2025-05-14 22:53:00,3177.25,3179.82,3177.21,3179.56,70,15,0
2025-05-14 22:54:00,3179.57,3180.58,3179.48,3180.47,74,15,0
2025-05-14 22:55:00,3180.36,3181.28,3179.81,3181.18,72,15,0
2025-05-14 22:56:00,3181.03,3181.24,3180.35,3180.67,71,15,0
2025-05-14 22:57:00,3180.73,3181.53,3180.71,3180.77,70,15,0
2025-05-14 22:58:00,3180.76,3181.42,3180.64,3181.03,67,15,0
2025-05-14 22:59:00,3181.03,3181.36,3180.7,3180.7,76,15,0
2025-05-14 23:00:00,3180.68,3181.06,3180.43,3180.48,54,15,0
2025-05-14 23:01:00,3180.6,3181.08,3180.37,3180.8,40,15,0
2025-05-14 23:02:00,3180.79,3181.28,3180.77,3181.08,39,15,0
2025-05-14 23:03:00,3181.24,3181.38,3180.77,3180.85,45,15,0
2025-05-14 23:04:00,3180.85,3181.14,3180.75,3180.88,41,15,0
2025-05-14 23:05:00,3180.9,3180.97,3179.84,3179.84,50,15,0
2025-05-14 23:06:00,3179.78,3180.1,3179.31,3179.94,55,15,0
2025-05-14 23:07:00,3180.04,3180.8,3179.73,3180.77,33,15,0
2025-05-14 23:08:00,3180.8,3181.11,3180.48,3180.99,38,15,0
2025-05-14 23:09:00,3181.01,3181.59,3180.77,3180.8,40,15,0
2025-05-14 23:10:00,3180.85,3180.9,3180.53,3180.71,38,15,0
2025-05-14 23:11:00,3180.69,3180.73,3180.06,3180.41,29,15,0
2025-05-14 23:12:00,3180.37,3180.75,3180.37,3180.44,30,15,0
2025-05-14 23:13:00,3180.66,3180.66,3180.31,3180.64,30,15,0
2025-05-14 23:14:00,3180.64,3180.72,3180.22,3180.68,25,15,0
2025-05-14 23:15:00,3180.74,3180.74,3180.11,3180.14,35,15,0
2025-05-14 23:16:00,3180.13,3180.9,3180.13,3180.56,33,15,0
2025-05-14 23:17:00,3180.35,3180.38,3179.84,3180.08,36,15,0
2025-05-14 23:18:00,3180.08,3180.08,3178.67,3178.75,45,15,0
2025-05-14 23:19:00,3178.79,3178.92,3178.52,3178.83,41,15,0
2025-05-14 23:20:00,3178.97,3179.11,3178.68,3179.05,28,15,0
2025-05-14 23:21:00,3179.05,3179.69,3179.03,3179.68,30,15,0
2025-05-14 23:22:00,3179.66,3179.79,3179.46,3179.64,38,15,0
2025-05-14 23:23:00,3179.64,3180.04,3179.41,3179.94,22,15,0
2025-05-14 23:24:00,3179.99,3180.22,3179.88,3180.22,24,15,0
2025-05-14 23:25:00,3180.22,3180.31,3179.92,3179.92,39,15,0
2025-05-14 23:26:00,3179.88,3179.99,3179.69,3179.94,31,15,0
2025-05-14 23:27:00,3179.92,3180.25,3179.88,3179.97,25,15,0
2025-05-14 23:28:00,3179.98,3180.24,3179.82,3179.82,38,15,0
2025-05-14 23:29:00,3179.8,3180.19,3179.34,3180.12,40,15,0
2025-05-14 23:30:00,3180.1,3180.54,3179.85,3180.0,36,15,0
2025-05-14 23:31:00,3180.01,3181.3,3180.0,3181.3,31,15,0
2025-05-14 23:32:00,3181.31,3182.65,3181.31,3182.05,60,15,0
2025-05-14 23:33:00,3181.97,3182.59,3181.97,3182.51,46,15,0
2025-05-14 23:34:00,3182.59,3182.85,3182.05,3182.44,32,15,0
2025-05-14 23:35:00,3182.23,3183.22,3182.19,3183.22,50,15,0
2025-05-14 23:36:00,3183.22,3183.22,3181.82,3182.67,46,15,0
2025-05-14 23:37:00,3182.68,3182.99,3181.45,3181.8,42,15,0
2025-05-14 23:38:00,3181.53,3181.78,3181.01,3181.35,39,15,0
2025-05-14 23:39:00,3181.4,3181.41,3180.71,3180.98,42,15,0
2025-05-14 23:40:00,3181.06,3182.17,3181.06,3181.57,49,15,0
2025-05-14 23:41:00,3181.53,3181.63,3181.43,3181.43,27,15,0
2025-05-14 23:42:00,3181.47,3181.7,3181.36,3181.38,32,15,0
2025-05-14 23:43:00,3181.42,3181.53,3181.02,3181.02,33,15,0
2025-05-14 23:44:00,3181.01,3181.08,3180.66,3180.67,33,15,0
2025-05-14 23:45:00,3180.67,3181.23,3180.06,3180.06,43,15,0
2025-05-14 23:46:00,3180.1,3181.08,3180.1,3181.07,41,15,0
2025-05-14 23:47:00,3181.03,3181.03,3180.59,3180.94,41,15,0
2025-05-14 23:48:00,3180.97,3181.35,3180.84,3181.19,32,15,0
2025-05-14 23:49:00,3181.19,3181.84,3181.19,3181.68,37,15,0
2025-05-14 23:50:00,3181.76,3181.95,3181.32,3181.95,44,15,0
2025-05-14 23:51:00,3182.03,3182.11,3180.68,3180.69,39,15,0
2025-05-14 23:52:00,3180.64,3181.05,3180.64,3180.8,33,15,0
2025-05-14 23:53:00,3180.81,3181.01,3180.76,3180.77,27,15,0
2025-05-14 23:54:00,3180.91,3181.12,3179.37,3179.46,35,15,0
2025-05-14 23:55:00,3178.5,3178.54,3177.19,3177.42,37,41,0
2025-05-14 23:56:00,3177.42,3177.76,3176.92,3177.46,56,41,0
2025-05-14 23:57:00,3177.48,3178.4,3177.42,3178.02,59,41,0
2025-05-14 23:58:00,3178.02,3178.14,3177.4,3177.4,47,41,0
